,RecentPrice,Beta,AnnualDividendRate,ROE(%),ROA(%),ProfitMargin(%),TotalCash,TotalDebt,OutstandingShares,intangibleAssets,capitalSurplus,totalLiab,totalStockholderEquity,otherCurrentLiab,totalAssets,commonStock,otherCurrentAssets,retainedEarnings,otherLiab,goodWill,treasuryStock,otherAssets,cash,totalCurrentLiabilities,otherStockholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,shortLongTermDebt,incomeBeforeTax,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,interestExpense,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,investments,changeToLiabilities,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,changeToOperatingActivities,issuanceOfStock,netIncome,changeInCash,repurchaseOfStock,effectOfExchangeRate,totalCashFromOperatingActivities,depreciation,otherCashflowsFromInvestingActivities,dividendsPaid,changeToAccountReceivables,changeToNetincome,capitalExpenditures,netBorrowings,otherCashflowsFromFinancingActivities,MarketCap
UNH,534.8200073242,1.1125609756097563,5.4,21.99,6.79,5.52,253400000.0,629300000.0,941850000.0,10436000000.0,10699241944.88189,138413000000.0,70278000000.0,25745000000.0,213045000000.0,10000000.0,4346088436.090225,75124000000.0,15493000000.0,75435000000.0,-4856000000.0,16361000000.0,21085000000.0,79575000000.0,-4856000000.0,8730000000.0,57306000000.0,44777000000.0,-15593000000.0,28232000000.0,43345000000.0,3778022597.938144,50210000000.0,1259538676.4705882,5290000000.0,4086000000.0,10725000000.0,17233000000.0,5712000000.0,5712000000.0,-422000000.0,1099000000.0,72337000000.0,66625000000.0,55104000000.0,-422000000.0,4191000000.0,4086000000.0,-913000000.0,1065000000.0,-1879000000.0,-4397000000.0,927000000.0,313000000.0,4086000000.0,1253000000.0,-1050000000.0,-51000000.0,7580000000.0,796000000.0,-252000000.0,-1367000000.0,371000000.0,335000000.0,-629000000.0,-1125000000.0,-1168000000.0,503720223898.2978
UNP,246.2100067139,1.1125609756097563,4.08,41.92,9.29,29.92,15800000.0,2223600000.0,642880000.0,686000000.0,4979000000.0,49364000000.0,14161000000.0,1529000000.0,63525000000.0,2781000000.0,202000000.0,55049000000.0,14628000000.0,10145954223.880596,-48648000000.0,1075000000.0,960000000.0,5744000000.0,-914000000.0,55972000000.0,3551000000.0,2241000000.0,13475000000.0,1722000000.0,27319000000.0,621000000.0,752000000.0,2074000000.0,2228000000.0,1711000000.0,1627970673.9130435,3302000000.0,2444000000.0,2444000000.0,-295000000.0,517000000.0,5733000000.0,3289000000.0,2431000000.0,-216000000.0,1711000000.0,1711000000.0,-311141535.35353535,188000000.0,-917000000.0,-1867000000.0,12000000.0,71203177.08333333,1711000000.0,-255000000.0,-1445000000.0,-22260245.61403509,2529000000.0,556000000.0,16000000.0,-755000000.0,-43000000.0,-24000000.0,-991000000.0,321000000.0,12000000.0,158283489116.23203
UPS,188.0200042725,1.1125609756097563,4.07,73.03,7.77,6.83,121500000.0,2123800000.0,729160000.0,2224000000.0,1088000000.0,53682000000.0,12041000000.0,1344000000.0,65739000000.0,9000000.0,1470000000.0,13973000000.0,14423000000.0,3332000000.0,-3029000000.0,1004000000.0,10212000000.0,15472000000.0,-3013000000.0,36319000000.0,22843000000.0,17000000.0,6485000000.0,10813000000.0,20575000000.0,3778022597.938144,6445000000.0,1000000000.0,2993000000.0,2329000000.0,1627970673.9130435,5763000000.0,3255000000.0,3255000000.0,-177000000.0,664000000.0,23184000000.0,19929000000.0,17421000000.0,-262000000.0,2329000000.0,2329000000.0,-13000000.0,-36000000.0,-866000000.0,-1818000000.0,258000000.0,55000000.0,2329000000.0,604000000.0,-500000000.0,-19000000.0,3307000000.0,738000000.0,35000000.0,-860000000.0,-460000000.0,478000000.0,-900000000.0,-512000000.0,-1000000.0,137096666315.33609
USB,52.7099990845,1.04,1.72,14.64,1.42,33.51,209600000.0,1346056488.5496182,1480000000.0,3738000000.0,8539000000.0,517897000000.0,48547000000.0,8278249846.715328,573284000000.0,21000000.0,9046000000.0,69201000000.0,15414000000.0,10262000000.0,-29214000000.0,336479000000.0,28827000000.0,470793000000.0,-1943000000.0,3305000000.0,40195000000.0,179305000000.0,37500000000.0,6024967443.661972,30712000000.0,44000000.0,456083000000.0,1300000000.0,2137000000.0,1673000000.0,3223000000.0,5609000000.0,0.0,2177000000.0,-145599757.57575756,459000000.0,5609000000.0,3432000000.0,0.0,-40000000.0,1678000000.0,1582000000.0,-26066000000.0,0.0,-41718000000.0,6016000000.0,301243676.4705882,5000000.0,1673000000.0,-34999000000.0,-18000000.0,-22260245.61403509,703000000.0,125000000.0,-117000000.0,-770000000.0,-336094604.83870965,-1095000000.0,-582493429.6296296,-7706000000.0,13014000000.0,78010798645.06
VRSK,213.3000030518,0.76,1.14,27.18,8.9,23.78,19000000.0,1247400000.0,161160000.0,1265300000.0,2567400000.0,4928700000.0,2714400000.0,595200000.0,7662500000.0,100000.0,35500000.0,5145700000.0,483500000.0,4129500000.0,-4998800000.0,188000000.0,302100000.0,1843100000.0,-428600000.0,932200000.0,934100000.0,213400000.0,-2680400000.0,489000000.0,2340900000.0,3778022597.938144,440000000.0,349400000.0,259100000.0,201700000.0,115000000.0,493700000.0,289000000.0,289000000.0,-29900000.0,54200000.0,759000000.0,470000000.0,265300000.0,-29900000.0,204900000.0,201700000.0,-6000000.0,-22000000.0,-87700000.0,-169200000.0,-7700000.0,23900000.0,201700000.0,25800000.0,-150200000.0,-2500000.0,285200000.0,89700000.0,-2400000.0,-46800000.0,-7900000.0,20100000.0,-61400000.0,15000000.0,-11100000.0,34375428491.82809
VTR,60.6699981689,1.2,1.8,1.89,1.48,5.33,3600000.0,1072600000.0,399180000.0,485575000.0,15504210000.0,13596935000.0,11076716000.0,20518000.0,25044424000.0,99777000.0,369521000.0,-4459630000.0,174889000.0,1046070000.0,-67641000.0,750997000.0,143770000.0,1143660000.0,-67601000.0,21313894000.0,750871000.0,697017000.0,9545071000.0,237580000.0,12078835000.0,3778022597.938144,1033129000.0,1259538676.4705882,66554000.0,60680000.0,30259000.0,454643000.0,110788000.0,110788000.0,-108816000.0,3780000.0,978433000.0,867645000.0,523790000.0,-44234000.0,62774000.0,60680000.0,-20982000.0,15121000.0,-595238000.0,286461000.0,-40115000.0,604035000.0,60680000.0,-78246000.0,-1082745008.3333333,-928000.0,231459000.0,202194000.0,111000.0,-169134000.0,-336094604.83870965,-6421000.0,-45189000.0,-126467000.0,-21973000.0,24218249869.061504
VZ,53.8300018311,1.1125609756097563,2.52,31.17,6.52,16.42,24500000.0,2280400000.0,420000000.0,152789000000.0,13402000000.0,274968000000.0,77044000000.0,9691000000.0,353457000000.0,429000000.0,3450000000.0,70062000000.0,66139000000.0,24887000000.0,-6849000000.0,9948000000.0,9936000000.0,41358000000.0,-219000000.0,123725000000.0,40277000000.0,1831000000.0,-100632000000.0,22896000000.0,143056000000.0,2303000000.0,20153000000.0,7515000000.0,8374000000.0,6407000000.0,6070000000.0,19387000000.0,9356000000.0,9356000000.0,-801000000.0,1820000000.0,32915000000.0,23559000000.0,13528000000.0,-982000000.0,6554000000.0,6407000000.0,-311141535.35353535,0.0,-2617000000.0,-3081000000.0,521000000.0,71203177.08333333,6407000000.0,5026000000.0,-1082745008.3333333,-22260245.61403509,10724000000.0,3961000000.0,156000000.0,-2599000000.0,-336094604.83870965,-165000000.0,-5145000000.0,-201000000.0,-281000000.0,22608600769.062
WAT,295.3900146484,1.1125609756097563,2.013416666666666,231.06,17.41,24.87,94100000.0,4371500000.0,61040000.0,242401000.0,2114880000.0,2727378000.0,367554000.0,454611000.0,3094932000.0,1621000.0,90914000.0,7800832000.0,468014000.0,437865000.0,-9549779000.0,153077000.0,501234000.0,680508000.0,-111865000.0,632647000.0,1628942000.0,28960695355.140186,-312712000.0,612648000.0,1519233000.0,356095000.0,96799000.0,1259538676.4705882,252320000.0,216239000.0,173251000.0,485445000.0,267128000.0,267128000.0,-10884000.0,36081000.0,836449000.0,569321000.0,351004000.0,-14808000.0,216239000.0,216239000.0,61450000.0,16834000.0,16798000.0,-254368000.0,4727000.0,643000.0,216239000.0,-23468000.0,-156235000.0,-3836000.0,217938000.0,33754000.0,107816635.51401868,-416011386.7924528,-85920000.0,5676000.0,-44652000.0,-100000000.0,1224000.0,18030606494.138336
WBD,24.8799991608,1.1125609756097563,2.013416666666666,57.57971631205673,7.087382550335569,18.070933333333333,6907291333.333333,1346056488.5496182,655813666.6666666,7987129705.426356,10699241944.88189,83712335918.91891,22965153516.778522,8278249846.715328,107629966641.89189,2716837500.0,4346088436.090225,23765154319.148937,11839820700.680273,10145954223.880596,-11337563687.07483,23267119371.62162,7257747000.0,51747590040.54054,-1552249020.689655,15228179797.202797,32431518135.135136,28960695355.140186,7132548738.2550335,6024967443.661972,18899216510.638298,3778022597.938144,35909485342.46575,1259538676.4705882,1627466946.3087249,,1627970673.9130435,4041874516.7785234,1612219751.6778524,1730433241.6107383,-145599757.57575756,290304637.58389264,9826822899.32886,8096389657.718121,5784948382.550336,-102966295.30201343,1337162308.7248323,1327182093.9597316,-311141535.35353535,446403187.9194631,-1304914794.5205479,-478747205.4794521,301243676.4705882,71203177.08333333,,414127705.4794521,-1082745008.3333333,-22260245.61403509,2215622780.821918,509183055.9440559,107816635.51401868,-416011386.7924528,-336094604.83870965,17521561.643835615,-582493429.6296296,-377467239.6694215,1247087705.357143,93667684783.88248
WDC,46.3400001526,1.5899999999999999,0.0,18.25,5.75,10.52,80900000.0,640000000.0,311620000.0,300000000.0,3519000000.0,14007000000.0,12018000000.0,252000000.0,26025000000.0,3000000.0,614000000.0,8713000000.0,1728000000.0,10065000000.0,-217000000.0,1834000000.0,2531000000.0,4929000000.0,-217000000.0,3685000000.0,9535000000.0,606000000.0,1653000000.0,2743000000.0,7057000000.0,3647000000.0,2411000000.0,299000000.0,646000000.0,564000000.0,279000000.0,1608000000.0,754000000.0,754000000.0,-76000000.0,82000000.0,4833000000.0,4079000000.0,3225000000.0,-108000000.0,564000000.0,564000000.0,2000000.0,148000000.0,-257000000.0,-1167000000.0,-22000000.0,58000000.0,564000000.0,-759000000.0,-2000000.0,-1000000.0,666000000.0,242000000.0,35000000.0,-416011386.7924528,-298000000.0,124000000.0,-306000000.0,-1214000000.0,-9000000.0,14440470847.553211
WEC,103.1900024414,0.25,2.66,11.91,2.82,15.64,500000.0,1402800000.0,315440000.0,7987129705.426356,4138100000.0,27875200000.0,10913200000.0,680900000.0,38988500000.0,3200000.0,253400000.0,6775100000.0,10598500000.0,3052800000.0,-3200000.0,4507200000.0,16300000.0,3753000000.0,-3200000.0,26982400000.0,2656700000.0,1789400000.0,7860400000.0,1505700000.0,13523700000.0,635800000.0,1005700000.0,169400000.0,244000000.0,224200000.0,1627970673.9130435,655000000.0,326800000.0,326800000.0,-113900000.0,20500000.0,2201900000.0,1875100000.0,1546900000.0,-82800000.0,223500000.0,224200000.0,-311141535.35353535,142000000.0,-623100000.0,575400000.0,-146900000.0,9200000.0,224200000.0,-21700000.0,-17400000.0,-22260245.61403509,26000000.0,275100000.0,1600000.0,-213600000.0,-411600000.0,-66700000.0,-624900000.0,848900000.0,-51700000.0,32550254370.115215
WELL,96.0299987793,1.01,2.44,2.61,1.36,9.69,7000000.0,783700000.0,435280000.0,404383000.0,22148859000.0,15307914000.0,16863203000.0,8278249846.715328,33480025000.0,436640000.0,329452000.0,23765154319.148937,11839820700.680273,68321000.0,-5722296000.0,957114000.0,303982000.0,1113805000.0,-5613818000.0,29185567000.0,1886685000.0,977955000.0,16390499000.0,1253251000.0,13669408000.0,3778022597.938144,35909485342.46575,27731000.0,195276000.0,179663000.0,32256000.0,508576000.0,208566000.0,208566000.0,-122522000.0,4940000.0,1239797000.0,1031231000.0,731221000.0,-13290000.0,190336000.0,179663000.0,7364000.0,0.0,-1783338000.0,987033000.0,79355000.0,1000000000.0,179663000.0,-446059000.0,-1082745008.3333333,-2836000.0,353082000.0,271732000.0,16074000.0,-260792000.0,-69537000.0,-108131000.0,-582493429.6296296,273098000.0,-25273000.0,41799937868.6537
XOM,87.8300018311,1.17,3.48,13.89,4.98,8.26,16100000.000000002,301800000.0,4230000000.0,7987129705.426356,10699241944.88189,163240000000.0,168577000000.0,20477000000.0,338923000000.0,15746000000.0,1189000000.0,392059000000.0,59215000000.0,10145954223.880596,-239228000000.0,25772000000.0,6802000000.0,56643000000.0,-13764000000.0,222634000000.0,59154000000.0,31363000000.0,168577000000.0,32383000000.0,41667000000.0,18780000000.0,26623000000.0,2281000000.0,11729000000.0,8870000000.0,2103000000.0,28876000000.0,11128000000.0,11128000000.0,-221000000.0,2650000000.0,82885000000.0,71757000000.0,54009000000.0,601000000.0,9079000000.0,8870000000.0,-1762000000.0,16820000000.0,-2110000000.0,-12959000000.0,-2303000000.0,71203177.08333333,8870000000.0,2034000000.0,-154000000.0,-21000000.0,17124000000.0,4461000000.0,1140000000.0,-3763000000.0,-12098000000.0,1863000000.0,-4089000000.0,-8824000000.0,-218000000.0,371520907745.55304
XYL,84.1399993896,1.1125609756097563,1.1,15.46,4.73,8.81,69600000.0,814000000.0,180320000.0,1037000000.0,2077000000.0,5049000000.0,3093000000.0,316000000.0,8151000000.0,2000000.0,4346088436.090225,2092000000.0,1280000000.0,2816000000.0,-1078000000.0,623000000.0,1255000000.0,1314000000.0,-422000000.0,618000000.0,3057000000.0,28960695355.140186,-760000000.0,973000000.0,2455000000.0,679000000.0,577000000.0,1259538676.4705882,133000000.0,114000000.0,276000000.0,472000000.0,147000000.0,147000000.0,-21000000.0,19000000.0,1265000000.0,1118000000.0,793000000.0,-14000000.0,114000000.0,114000000.0,-311141535.35353535,-17000000.0,-44000000.0,-644000000.0,301243676.4705882,6000000.0,114000000.0,-585000000.0,-1082745008.3333333,-9000000.0,112000000.0,62000000.0,2000000.0,-50000000.0,-12000000.0,11000000.0,-47000000.0,-600000000.0,1247087705.357143,15172124689.932673
YUM,122.9700012207,1.1125609756097563,2.0,57.57971631205673,22.6,23.92,16800000.0,1346056488.5496182,293130000.0,359000000.0,10699241944.88189,14339000000.0,-8373000000.0,395000000.0,5966000000.0,2716837500.0,262000000.0,-8048000000.0,899000000.0,657000000.0,-325000000.0,1278000000.0,486000000.0,1415000000.0,-325000000.0,2016000000.0,1532000000.0,124000000.0,-9389000000.0,646000000.0,11175000000.0,3778022597.938144,227000000.0,99000000.0,407000000.0,330000000.0,366000000.0,873000000.0,522000000.0,522000000.0,-135000000.0,77000000.0,1890000000.0,1368000000.0,1017000000.0,-115000000.0,330000000.0,330000000.0,-311141535.35353535,98000000.0,-50000000.0,-886000000.0,-28000000.0,71203177.08333333,330000000.0,-540000000.0,-734000000.0,-18000000.0,414000000.0,47000000.0,5000000.0,-146000000.0,-46000000.0,9000000.0,-92000000.0,-10000000.0,4000000.0,36046196457.82379
ZBH,126.0,1.22,0.96,3.23,3.38,5.12,22900000.0,558100000.0,208910000.0,6299800000.0,10699241944.88189,10790000000.0,12666400000.0,1862800000.0,23456400000.0,12666400000.0,607100000.0,23765154319.148937,1858400000.0,9192200000.0,-11337563687.07483,1062900000.0,478500000.0,3467900000.0,-1552249020.689655,2016500000.0,4885000000.0,28960695355.140186,-2825600000.0,1404900000.0,5463700000.0,2394500000.0,35909485342.46575,1605100000.0,-138700000.0,-84000000.0,794400000.0,1406700000.0,347000000.0,347000000.0,-48800000.0,-54800000.0,2037900000.0,1690900000.0,631200000.0,-485700000.0,-83900000.0,-84000000.0,-311141535.35353535,83500000.0,-146200000.0,-655800000.0,33900000.0,5200000.0,-84000000.0,-441100000.0,-1082745008.3333333,-4800000.0,365700000.0,267100000.0,-4200000.0,-50200000.0,-33000000.0,182900000.0,-142000000.0,-555000000.0,-55800000.0,26322660000.0
ZBRA,393.6799926758,1.53,2.013416666666666,35.6,11.3,15.45,57400000.0,404799999.99999994,53440000.0,456000000.0,447000000.0,3049000000.0,2816000000.0,518000000.0,5865000000.0,1000000.0,93000000.0,3382000000.0,396000000.0,3194000000.0,-1014000000.0,196000000.0,307000000.0,1581000000.0,-28000000.0,404000000.0,1524000000.0,91000000.0,-834000000.0,686000000.0,952000000.0,438000000.0,609000000.0,68000000.0,228000000.0,199000000.0,233000000.0,646000000.0,243000000.0,243000000.0,-5000000.0,29000000.0,1436000000.0,1193000000.0,790000000.0,-15000000.0,199000000.0,199000000.0,-7000000.0,42000000.0,-310000000.0,-22000000.0,36000000.0,71203177.08333333,199000000.0,-31000000.0,-1082745008.3333333,4000000.0,297000000.0,48000000.0,107816635.51401868,-416011386.7924528,-48000000.0,15000000.0,-13000000.0,-377467239.6694215,-22000000.0,21038258808.594753
